X,year_model,policy_id,enactment_year,rel_year,p_yes,likert,domain,institution
20000,1989,US-1980-REFUGEE-ACT,1980,9,0.5084,-0.2197,immigration,Congress
20000,1989,US-1983-CHADHA,1983,6,0.4571,-0.298,separation_of_powers,Supreme Court
20000,1989,US-1984-CHEVRON,1984,5,0.4184,-0.2218,administrative_state,Supreme Court
20000,1989,US-1984-SENTENCING,1984,5,0.4219,-0.2344,criminal_justice,Congress
20000,1989,US-1986-BOWERS,1986,3,0.4123,-0.2409,privacy_lgbtq,Supreme Court
20000,1989,US-1986-IRCA,1986,3,0.4137,-0.1738,immigration,Congress
20000,1989,US-1986-TAX-REFORM,1986,3,0.5468,-0.2064,tax,Congress
20000,1989,US-1988-CIVIL-LIBERTIES-ACT,1988,1,0.3379,-0.2678,civil_liberties_reparations,Congress
20000,1989,US-1990-ADA,1990,-1,0.685,-0.0671,disability_rights,Congress
20000,1989,US-1990-CLEAN-AIR-AMEND,1990,-1,0.5853,-0.2913,environment,Congress
20000,1989,US-1991-CIVIL-RIGHTS-ACT,1991,-2,0.4424,-0.1596,civil_rights_labor,Congress
20000,1989,US-1992-CASEY,1992,-3,0.3866,-0.2301,privacy_family,Supreme Court
20000,1989,US-1993-BRADY,1993,-4,0.3931,-0.2366,guns_crime,Congress
20000,1989,US-1993-FMLA,1993,-4,0.6691,-0.2168,labor_family,Congress
20000,1989,US-1993-NVRA,1993,-4,0.4755,-0.2811,democracy,Congress
20000,1989,US-1994-CRIME-BILL,1994,-5,0.5613,-0.2469,criminal_justice,Congress
20000,1989,US-1994-NAFTA,1994,-5,0.4349,-0.2577,trade,Congress/President
20000,1989,US-1994-VAWA,1994,-5,0.5028,-0.2626,gender_crime,Congress
20000,1989,US-1995-LOPEZ,1995,-6,0.386,-0.2657,federalism_state_capacity,Supreme Court
20000,1989,US-1996-DOMA,1996,-7,0.5071,-0.2425,lgbtq_family,Congress
20000,1989,US-1996-PRWORA,1996,-7,0.6817,-0.2341,welfare,Congress
20000,1989,US-1996-TELECOM,1996,-7,0.5877,-0.2817,communications,Congress
20000,1989,US-1997-PRINTZ,1997,-8,0.3883,-0.2596,federalism_guns,Supreme Court
20000,1989,US-1999-GLBA,1999,-10,0.4694,-0.2683,finance_deregulation,Congress
20000,1989,US-1987-DOLE,1987,2,0.362,-0.276,spending_power_federalism,Supreme Court
20000,1989,US-1997-RENO-ACLU,1997,-8,0.4482,-0.2784,speech_internet,Supreme Court
20000,1989,US-1982-VRA-AMENDMENTS,1982,7,0.4491,-0.1977,democracy_civil_rights,Congress
20000,1989,US-1990-IMMIGRATION-ACT,1990,-1,0.4982,-0.2283,immigration,Congress
20000,1989,US-1993-RFRA,1993,-4,0.3345,-0.2144,religion_civil_rights,Congress
20000,1989,US-1996-AEDPA,1996,-7,0.4451,-0.2019,criminal_justice_security,Congress
20000,1989,US-1996-IIRIRA,1996,-7,0.4353,-0.1867,immigration_enforcement,Congress
5000,1989,US-1980-CERCLA,1980,9,0.5093,-0.2326,environment,Congress
5000,1989,US-1980-DIDMCA,1980,9,0.6145,-0.2395,finance_deregulation,Congress
5000,1989,US-1980-REFUGEE-ACT,1980,9,0.5478,-0.2025,immigration,Congress
5000,1989,US-1983-CHADHA,1983,6,0.5114,-0.2778,separation_of_powers,Supreme Court
5000,1989,US-1984-CHEVRON,1984,5,0.4144,-0.1703,administrative_state,Supreme Court
5000,1989,US-1984-SENTENCING,1984,5,0.4081,-0.2259,criminal_justice,Congress
5000,1989,US-1986-BOWERS,1986,3,0.4812,-0.2658,privacy_lgbtq,Supreme Court
5000,1989,US-1986-IRCA,1986,3,0.4646,-0.2476,immigration,Congress
5000,1989,US-1986-TAX-REFORM,1986,3,0.6154,-0.2142,tax,Congress
5000,1989,US-1988-CIVIL-LIBERTIES-ACT,1988,1,0.4635,-0.2592,civil_liberties_reparations,Congress
5000,1989,US-1990-ADA,1990,-1,0.6674,-0.119,disability_rights,Congress
5000,1989,US-1990-CLEAN-AIR-AMEND,1990,-1,0.6329,-0.2885,environment,Congress
5000,1989,US-1991-CIVIL-RIGHTS-ACT,1991,-2,0.5193,-0.2466,civil_rights_labor,Congress
5000,1989,US-1992-CASEY,1992,-3,0.4724,-0.2452,privacy_family,Supreme Court
5000,1989,US-1993-BRADY,1993,-4,0.4684,-0.2319,guns_crime,Congress
5000,1989,US-1993-FMLA,1993,-4,0.7011,-0.2204,labor_family,Congress
5000,1989,US-1993-NVRA,1993,-4,0.575,-0.2589,democracy,Congress
5000,1989,US-1994-CRIME-BILL,1994,-5,0.5748,-0.257,criminal_justice,Congress
5000,1989,US-1994-NAFTA,1994,-5,0.5446,-0.2335,trade,Congress/President
5000,1989,US-1994-VAWA,1994,-5,0.5449,-0.2903,gender_crime,Congress
5000,1989,US-1995-LOPEZ,1995,-6,0.461,-0.281,federalism_state_capacity,Supreme Court
5000,1989,US-1996-DOMA,1996,-7,0.5454,-0.2471,lgbtq_family,Congress
5000,1989,US-1996-PRWORA,1996,-7,0.7149,-0.2188,welfare,Congress
5000,1989,US-1996-TELECOM,1996,-7,0.6255,-0.2836,communications,Congress
5000,1989,US-1997-PRINTZ,1997,-8,0.3971,-0.2462,federalism_guns,Supreme Court
5000,1989,US-1999-GLBA,1999,-10,0.5973,-0.2756,finance_deregulation,Congress
5000,1989,US-1987-DOLE,1987,2,0.4084,-0.2465,spending_power_federalism,Supreme Court
5000,1989,US-1997-RENO-ACLU,1997,-8,0.585,-0.2773,speech_internet,Supreme Court
5000,1989,US-1982-VRA-AMENDMENTS,1982,7,0.5299,-0.2239,democracy_civil_rights,Congress
5000,1989,US-1990-IMMIGRATION-ACT,1990,-1,0.5388,-0.2293,immigration,Congress
5000,1989,US-1993-RFRA,1993,-4,0.4924,-0.2366,religion_civil_rights,Congress
5000,1989,US-1996-AEDPA,1996,-7,0.5856,-0.2355,criminal_justice_security,Congress
5000,1989,US-1996-IIRIRA,1996,-7,0.6506,-0.237,immigration_enforcement,Congress
10000,1990,US-1980-CERCLA,1980,10,0.2994,-0.2207,environment,Congress
10000,1990,US-1980-DIDMCA,1980,10,0.3285,-0.2148,finance_deregulation,Congress
10000,1990,US-1980-REFUGEE-ACT,1980,10,0.283,-0.1962,immigration,Congress
10000,1990,US-1983-CHADHA,1983,7,0.2454,-0.2894,separation_of_powers,Supreme Court
10000,1990,US-1984-CHEVRON,1984,6,0.2047,-0.1863,administrative_state,Supreme Court
10000,1990,US-1984-SENTENCING,1984,6,0.2042,-0.2119,criminal_justice,Congress
10000,1990,US-1986-BOWERS,1986,4,0.2638,-0.2561,privacy_lgbtq,Supreme Court
10000,1990,US-1986-IRCA,1986,4,0.2045,-0.217,immigration,Congress
10000,1990,US-1986-TAX-REFORM,1986,4,0.3084,-0.1833,tax,Congress
10000,1990,US-1988-CIVIL-LIBERTIES-ACT,1988,2,0.1785,-0.265,civil_liberties_reparations,Congress
10000,1990,US-1990-ADA,1990,0,0.4049,-0.1192,disability_rights,Congress
10000,1990,US-1990-CLEAN-AIR-AMEND,1990,0,0.3631,-0.2686,environment,Congress
10000,1990,US-1991-CIVIL-RIGHTS-ACT,1991,-1,0.227,-0.2036,civil_rights_labor,Congress
10000,1990,US-1992-CASEY,1992,-2,0.2178,-0.2396,privacy_family,Supreme Court
10000,1990,US-1993-BRADY,1993,-3,0.225,-0.2152,guns_crime,Congress
10000,1990,US-1993-FMLA,1993,-3,0.4184,-0.2334,labor_family,Congress
10000,1990,US-1993-NVRA,1993,-3,0.2764,-0.2491,democracy,Congress
10000,1990,US-1994-CRIME-BILL,1994,-4,0.3466,-0.2522,criminal_justice,Congress
10000,1990,US-1994-NAFTA,1994,-4,0.2448,-0.2207,trade,Congress/President
10000,1990,US-1994-VAWA,1994,-4,0.3013,-0.2766,gender_crime,Congress
10000,1990,US-1995-LOPEZ,1995,-5,0.1941,-0.2692,federalism_state_capacity,Supreme Court
10000,1990,US-1996-DOMA,1996,-6,0.3335,-0.2263,lgbtq_family,Congress
10000,1990,US-1996-PRWORA,1996,-6,0.4445,-0.216,welfare,Congress
10000,1990,US-1996-TELECOM,1996,-6,0.3144,-0.2618,communications,Congress
10000,1990,US-1997-PRINTZ,1997,-7,0.1856,-0.2436,federalism_guns,Supreme Court
10000,1990,US-1999-GLBA,1999,-9,0.2809,-0.2648,finance_deregulation,Congress
10000,1990,US-2000-BUSH-GORE,2000,-10,0.2047,-0.285,democracy_elections,Supreme Court
10000,1990,US-1987-DOLE,1987,3,0.1917,-0.2406,spending_power_federalism,Supreme Court
10000,1990,US-1997-RENO-ACLU,1997,-7,0.2752,-0.2751,speech_internet,Supreme Court
10000,1990,US-1982-VRA-AMENDMENTS,1982,8,0.2702,-0.1933,democracy_civil_rights,Congress
10000,1990,US-1990-IMMIGRATION-ACT,1990,0,0.2752,-0.2163,immigration,Congress
10000,1990,US-1993-RFRA,1993,-3,0.1707,-0.2249,religion_civil_rights,Congress
10000,1990,US-1996-AEDPA,1996,-6,0.2888,-0.2199,criminal_justice_security,Congress
10000,1990,US-1996-IIRIRA,1996,-6,0.3098,-0.2026,immigration_enforcement,Congress
20000,1990,US-1980-CERCLA,1980,10,0.4868,-0.1913,environment,Congress
20000,1990,US-1980-DIDMCA,1980,10,0.4935,-0.2278,finance_deregulation,Congress
20000,1990,US-1980-REFUGEE-ACT,1980,10,0.4558,-0.2012,immigration,Congress
20000,1990,US-1983-CHADHA,1983,7,0.3645,-0.2692,separation_of_powers,Supreme Court
20000,1990,US-1984-CHEVRON,1984,6,0.4262,-0.2031,administrative_state,Supreme Court
20000,1990,US-1984-SENTENCING,1984,6,0.3662,-0.2125,criminal_justice,Congress
20000,1990,US-1986-BOWERS,1986,4,0.3557,-0.2142,privacy_lgbtq,Supreme Court
20000,1990,US-1986-IRCA,1986,4,0.3837,-0.1596,immigration,Congress
20000,1990,US-1986-TAX-REFORM,1986,4,0.525,-0.1804,tax,Congress
20000,1990,US-1988-CIVIL-LIBERTIES-ACT,1988,2,0.2854,-0.248,civil_liberties_reparations,Congress
20000,1990,US-1990-ADA,1990,0,0.6216,-0.0721,disability_rights,Congress
20000,1990,US-1990-CLEAN-AIR-AMEND,1990,0,0.5674,-0.2741,environment,Congress
20000,1990,US-1991-CIVIL-RIGHTS-ACT,1991,-1,0.394,-0.1574,civil_rights_labor,Congress
20000,1990,US-1992-CASEY,1992,-2,0.4315,-0.2135,privacy_family,Supreme Court
20000,1990,US-1993-BRADY,1993,-3,0.3935,-0.2137,guns_crime,Congress
20000,1990,US-1993-FMLA,1993,-3,0.5847,-0.2065,labor_family,Congress
20000,1990,US-1993-NVRA,1993,-3,0.4457,-0.2543,democracy,Congress
20000,1990,US-1994-CRIME-BILL,1994,-4,0.5274,-0.2409,criminal_justice,Congress
20000,1990,US-1994-NAFTA,1994,-4,0.3833,-0.2235,trade,Congress/President
20000,1990,US-1994-VAWA,1994,-4,0.4496,-0.2428,gender_crime,Congress
20000,1990,US-1995-LOPEZ,1995,-5,0.3126,-0.2431,federalism_state_capacity,Supreme Court
20000,1990,US-1996-DOMA,1996,-6,0.461,-0.2219,lgbtq_family,Congress
20000,1990,US-1996-PRWORA,1996,-6,0.609,-0.1947,welfare,Congress
20000,1990,US-1996-TELECOM,1996,-6,0.5237,-0.2533,communications,Congress
20000,1990,US-1997-PRINTZ,1997,-7,0.3203,-0.2281,federalism_guns,Supreme Court
20000,1990,US-1999-GLBA,1999,-9,0.3906,-0.2498,finance_deregulation,Congress
20000,1990,US-2000-BUSH-GORE,2000,-10,0.3095,-0.266,democracy_elections,Supreme Court
20000,1990,US-1987-DOLE,1987,3,0.316,-0.2396,spending_power_federalism,Supreme Court
20000,1990,US-1997-RENO-ACLU,1997,-7,0.3908,-0.2588,speech_internet,Supreme Court
20000,1990,US-1982-VRA-AMENDMENTS,1982,8,0.4388,-0.1644,democracy_civil_rights,Congress
20000,1990,US-1990-IMMIGRATION-ACT,1990,0,0.4392,-0.2142,immigration,Congress
20000,1990,US-1993-RFRA,1993,-3,0.2859,-0.2157,religion_civil_rights,Congress
20000,1990,US-1996-AEDPA,1996,-6,0.4434,-0.1982,criminal_justice_security,Congress
20000,1990,US-1996-IIRIRA,1996,-6,0.4388,-0.1853,immigration_enforcement,Congress
5000,1990,US-1980-CERCLA,1980,10,0.5317,-0.246,environment,Congress
5000,1990,US-1980-DIDMCA,1980,10,0.5854,-0.2516,finance_deregulation,Congress
5000,1990,US-1980-REFUGEE-ACT,1980,10,0.5098,-0.2136,immigration,Congress
5000,1990,US-1983-CHADHA,1983,7,0.4242,-0.303,separation_of_powers,Supreme Court
5000,1990,US-1984-CHEVRON,1984,6,0.4535,-0.194,administrative_state,Supreme Court
5000,1990,US-1984-SENTENCING,1984,6,0.4236,-0.2376,criminal_justice,Congress
5000,1990,US-1986-BOWERS,1986,4,0.4617,-0.273,privacy_lgbtq,Supreme Court
5000,1990,US-1986-IRCA,1986,4,0.4607,-0.2214,immigration,Congress
5000,1990,US-1986-TAX-REFORM,1986,4,0.5379,-0.2251,tax,Congress
5000,1990,US-1988-CIVIL-LIBERTIES-ACT,1988,2,0.3848,-0.2776,civil_liberties_reparations,Congress
5000,1990,US-1990-ADA,1990,0,0.6637,-0.1329,disability_rights,Congress
5000,1990,US-1990-CLEAN-AIR-AMEND,1990,0,0.6396,-0.3061,environment,Congress
5000,1990,US-1991-CIVIL-RIGHTS-ACT,1991,-1,0.509,-0.2415,civil_rights_labor,Congress
5000,1990,US-1992-CASEY,1992,-2,0.4683,-0.2594,privacy_family,Supreme Court
5000,1990,US-1993-BRADY,1993,-3,0.5141,-0.2407,guns_crime,Congress
5000,1990,US-1993-FMLA,1993,-3,0.6556,-0.2492,labor_family,Congress
5000,1990,US-1993-NVRA,1993,-3,0.5709,-0.2795,democracy,Congress
5000,1990,US-1994-CRIME-BILL,1994,-4,0.5929,-0.28,criminal_justice,Congress
5000,1990,US-1994-NAFTA,1994,-4,0.4773,-0.2403,trade,Congress/President
5000,1990,US-1994-VAWA,1994,-4,0.5334,-0.285,gender_crime,Congress
5000,1990,US-1995-LOPEZ,1995,-5,0.3821,-0.283,federalism_state_capacity,Supreme Court
5000,1990,US-1996-DOMA,1996,-6,0.563,-0.2447,lgbtq_family,Congress
5000,1990,US-1996-PRWORA,1996,-6,0.6466,-0.2422,welfare,Congress
5000,1990,US-1996-TELECOM,1996,-6,0.5479,-0.3006,communications,Congress
5000,1990,US-1997-PRINTZ,1997,-7,0.4161,-0.2687,federalism_guns,Supreme Court
5000,1990,US-1999-GLBA,1999,-9,0.5593,-0.2904,finance_deregulation,Congress
5000,1990,US-2000-BUSH-GORE,2000,-10,0.3694,-0.2884,democracy_elections,Supreme Court
5000,1990,US-1987-DOLE,1987,3,0.3856,-0.2593,spending_power_federalism,Supreme Court
5000,1990,US-1997-RENO-ACLU,1997,-7,0.5312,-0.281,speech_internet,Supreme Court
5000,1990,US-1982-VRA-AMENDMENTS,1982,8,0.4956,-0.2186,democracy_civil_rights,Congress
5000,1990,US-1990-IMMIGRATION-ACT,1990,0,0.5105,-0.2437,immigration,Congress
5000,1990,US-1993-RFRA,1993,-3,0.386,-0.2429,religion_civil_rights,Congress
5000,1990,US-1996-AEDPA,1996,-6,0.5592,-0.24,criminal_justice_security,Congress
5000,1990,US-1996-IIRIRA,1996,-6,0.5945,-0.2452,immigration_enforcement,Congress
10000,1991,US-1983-CHADHA,1983,8,0.3012,-0.2849,separation_of_powers,Supreme Court
10000,1991,US-1984-CHEVRON,1984,7,0.2163,-0.1842,administrative_state,Supreme Court
10000,1991,US-1984-SENTENCING,1984,7,0.2343,-0.216,criminal_justice,Congress
10000,1991,US-1986-BOWERS,1986,5,0.2957,-0.2335,privacy_lgbtq,Supreme Court
10000,1991,US-1986-IRCA,1986,5,0.2484,-0.2011,immigration,Congress
10000,1991,US-1986-TAX-REFORM,1986,5,0.3621,-0.1806,tax,Congress
10000,1991,US-1988-CIVIL-LIBERTIES-ACT,1988,3,0.2179,-0.2592,civil_liberties_reparations,Congress
10000,1991,US-1990-ADA,1990,1,0.5133,-0.1025,disability_rights,Congress
10000,1991,US-1990-CLEAN-AIR-AMEND,1990,1,0.4533,-0.2864,environment,Congress
10000,1991,US-1991-CIVIL-RIGHTS-ACT,1991,0,0.2572,-0.1891,civil_rights_labor,Congress
10000,1991,US-1992-CASEY,1992,-1,0.2885,-0.2614,privacy_family,Supreme Court
10000,1991,US-1993-BRADY,1993,-2,0.2531,-0.2181,guns_crime,Congress
10000,1991,US-1993-FMLA,1993,-2,0.5147,-0.2296,labor_family,Congress
10000,1991,US-1993-NVRA,1993,-2,0.3351,-0.2728,democracy,Congress
10000,1991,US-1994-CRIME-BILL,1994,-3,0.4215,-0.2581,criminal_justice,Congress
10000,1991,US-1994-NAFTA,1994,-3,0.2815,-0.2228,trade,Congress/President
10000,1991,US-1994-VAWA,1994,-3,0.3684,-0.2649,gender_crime,Congress
10000,1991,US-1995-LOPEZ,1995,-4,0.2436,-0.2534,federalism_state_capacity,Supreme Court
10000,1991,US-1996-DOMA,1996,-5,0.3624,-0.2214,lgbtq_family,Congress
10000,1991,US-1996-PRWORA,1996,-5,0.4762,-0.2245,welfare,Congress
10000,1991,US-1996-TELECOM,1996,-5,0.3681,-0.2895,communications,Congress
10000,1991,US-1997-PRINTZ,1997,-6,0.2282,-0.2357,federalism_guns,Supreme Court
10000,1991,US-1999-GLBA,1999,-8,0.361,-0.2764,finance_deregulation,Congress
10000,1991,US-2000-BUSH-GORE,2000,-9,0.233,-0.2861,democracy_elections,Supreme Court
10000,1991,US-2001-NCLB,2001,-10,0.4575,-0.2173,education_accountability,Congress
10000,1991,US-2001-PATRIOT,2001,-10,0.2995,-0.2357,security_surveillance,Congress
10000,1991,US-1987-DOLE,1987,4,0.2242,-0.2422,spending_power_federalism,Supreme Court
10000,1991,US-1997-RENO-ACLU,1997,-6,0.3456,-0.274,speech_internet,Supreme Court
10000,1991,US-1982-VRA-AMENDMENTS,1982,9,0.338,-0.1737,democracy_civil_rights,Congress
10000,1991,US-1990-IMMIGRATION-ACT,1990,1,0.3475,-0.2158,immigration,Congress
10000,1991,US-1993-RFRA,1993,-2,0.2374,-0.2173,religion_civil_rights,Congress
10000,1991,US-1996-AEDPA,1996,-5,0.3141,-0.2268,criminal_justice_security,Congress
10000,1991,US-1996-IIRIRA,1996,-5,0.3844,-0.2024,immigration_enforcement,Congress
10000,1991,US-2001-AUMF,2001,-10,0.2708,-0.2006,war_powers_security,Congress
20000,1991,US-1983-CHADHA,1983,8,0.4331,-0.2488,separation_of_powers,Supreme Court
20000,1991,US-1984-CHEVRON,1984,7,0.37,-0.1757,administrative_state,Supreme Court
20000,1991,US-1984-SENTENCING,1984,7,0.4066,-0.1857,criminal_justice,Congress
20000,1991,US-1986-BOWERS,1986,5,0.3811,-0.1847,privacy_lgbtq,Supreme Court
20000,1991,US-1986-IRCA,1986,5,0.4148,-0.1479,immigration,Congress
20000,1991,US-1986-TAX-REFORM,1986,5,0.5431,-0.1483,tax,Congress
20000,1991,US-1988-CIVIL-LIBERTIES-ACT,1988,3,0.3584,-0.2283,civil_liberties_reparations,Congress
20000,1991,US-1990-ADA,1990,1,0.6712,-0.0654,disability_rights,Congress
20000,1991,US-1990-CLEAN-AIR-AMEND,1990,1,0.5936,-0.2508,environment,Congress
20000,1991,US-1991-CIVIL-RIGHTS-ACT,1991,0,0.4776,-0.1333,civil_rights_labor,Congress
20000,1991,US-1992-CASEY,1992,-1,0.4468,-0.1747,privacy_family,Supreme Court
20000,1991,US-1993-BRADY,1993,-2,0.3754,-0.189,guns_crime,Congress
20000,1991,US-1993-FMLA,1993,-2,0.6344,-0.1978,labor_family,Congress
20000,1991,US-1993-NVRA,1993,-2,0.4517,-0.2395,democracy,Congress
20000,1991,US-1994-CRIME-BILL,1994,-3,0.5891,-0.2159,criminal_justice,Congress
20000,1991,US-1994-NAFTA,1994,-3,0.445,-0.1954,trade,Congress/President
20000,1991,US-1994-VAWA,1994,-3,0.5268,-0.2359,gender_crime,Congress
20000,1991,US-1995-LOPEZ,1995,-4,0.3797,-0.2067,federalism_state_capacity,Supreme Court
20000,1991,US-1996-DOMA,1996,-5,0.4657,-0.1974,lgbtq_family,Congress
20000,1991,US-1996-PRWORA,1996,-5,0.6362,-0.1657,welfare,Congress
20000,1991,US-1996-TELECOM,1996,-5,0.5759,-0.234,communications,Congress
20000,1991,US-1997-PRINTZ,1997,-6,0.3533,-0.2084,federalism_guns,Supreme Court
20000,1991,US-1999-GLBA,1999,-8,0.4629,-0.219,finance_deregulation,Congress
20000,1991,US-2000-BUSH-GORE,2000,-9,0.3461,-0.2241,democracy_elections,Supreme Court
20000,1991,US-2001-NCLB,2001,-10,0.6191,-0.1811,education_accountability,Congress
20000,1991,US-2001-PATRIOT,2001,-10,0.5376,-0.1884,security_surveillance,Congress
20000,1991,US-1987-DOLE,1987,4,0.3517,-0.2113,spending_power_federalism,Supreme Court
20000,1991,US-1997-RENO-ACLU,1997,-6,0.4423,-0.228,speech_internet,Supreme Court
20000,1991,US-1982-VRA-AMENDMENTS,1982,9,0.4911,-0.1443,democracy_civil_rights,Congress
20000,1991,US-1990-IMMIGRATION-ACT,1990,1,0.5272,-0.181,immigration,Congress
20000,1991,US-1993-RFRA,1993,-2,0.3972,-0.1775,religion_civil_rights,Congress
20000,1991,US-1996-AEDPA,1996,-5,0.5269,-0.1945,criminal_justice_security,Congress
20000,1991,US-1996-IIRIRA,1996,-5,0.5185,-0.1619,immigration_enforcement,Congress
20000,1991,US-2001-AUMF,2001,-10,0.41,-0.1862,war_powers_security,Congress
5000,1991,US-1983-CHADHA,1983,8,0.405,-0.2412,separation_of_powers,Supreme Court
5000,1991,US-1984-CHEVRON,1984,7,0.3961,-0.1484,administrative_state,Supreme Court
5000,1991,US-1984-SENTENCING,1984,7,0.3524,-0.1941,criminal_justice,Congress
5000,1991,US-1986-BOWERS,1986,5,0.3818,-0.2036,privacy_lgbtq,Supreme Court
5000,1991,US-1986-IRCA,1986,5,0.3883,-0.189,immigration,Congress
5000,1991,US-1986-TAX-REFORM,1986,5,0.4906,-0.1642,tax,Congress
5000,1991,US-1988-CIVIL-LIBERTIES-ACT,1988,3,0.402,-0.2283,civil_liberties_reparations,Congress
5000,1991,US-1990-ADA,1990,1,0.6378,-0.1338,disability_rights,Congress
5000,1991,US-1990-CLEAN-AIR-AMEND,1990,1,0.5688,-0.2575,environment,Congress
5000,1991,US-1991-CIVIL-RIGHTS-ACT,1991,0,0.4596,-0.2045,civil_rights_labor,Congress
5000,1991,US-1992-CASEY,1992,-1,0.3725,-0.2213,privacy_family,Supreme Court
5000,1991,US-1993-BRADY,1993,-2,0.4363,-0.1952,guns_crime,Congress
5000,1991,US-1993-FMLA,1993,-2,0.598,-0.19,labor_family,Congress
5000,1991,US-1993-NVRA,1993,-2,0.5221,-0.2311,democracy,Congress
5000,1991,US-1994-CRIME-BILL,1994,-3,0.5764,-0.2259,criminal_justice,Congress
5000,1991,US-1994-NAFTA,1994,-3,0.3875,-0.1864,trade,Congress/President
5000,1991,US-1994-VAWA,1994,-3,0.4638,-0.2262,gender_crime,Congress
5000,1991,US-1995-LOPEZ,1995,-4,0.356,-0.2237,federalism_state_capacity,Supreme Court
5000,1991,US-1996-DOMA,1996,-5,0.491,-0.1853,lgbtq_family,Congress
5000,1991,US-1996-PRWORA,1996,-5,0.6092,-0.1858,welfare,Congress
5000,1991,US-1996-TELECOM,1996,-5,0.5037,-0.2615,communications,Congress
5000,1991,US-1997-PRINTZ,1997,-6,0.3602,-0.2025,federalism_guns,Supreme Court
5000,1991,US-1999-GLBA,1999,-8,0.4534,-0.2331,finance_deregulation,Congress
5000,1991,US-2000-BUSH-GORE,2000,-9,0.3628,-0.2327,democracy_elections,Supreme Court
5000,1991,US-2001-NCLB,2001,-10,0.5595,-0.1913,education_accountability,Congress
5000,1991,US-2001-PATRIOT,2001,-10,0.4404,-0.2156,security_surveillance,Congress
5000,1991,US-1987-DOLE,1987,4,0.3595,-0.2041,spending_power_federalism,Supreme Court
5000,1991,US-1997-RENO-ACLU,1997,-6,0.4839,-0.2332,speech_internet,Supreme Court
5000,1991,US-1982-VRA-AMENDMENTS,1982,9,0.5058,-0.1763,democracy_civil_rights,Congress
5000,1991,US-1990-IMMIGRATION-ACT,1990,1,0.462,-0.1957,immigration,Congress
5000,1991,US-1993-RFRA,1993,-2,0.3935,-0.1816,religion_civil_rights,Congress
5000,1991,US-1996-AEDPA,1996,-5,0.5233,-0.2015,criminal_justice_security,Congress
5000,1991,US-1996-IIRIRA,1996,-5,0.5426,-0.1993,immigration_enforcement,Congress
5000,1991,US-2001-AUMF,2001,-10,0.3836,-0.1571,war_powers_security,Congress
10000,1992,US-1983-CHADHA,1983,9,0.354,-0.2967,separation_of_powers,Supreme Court
10000,1992,US-1984-CHEVRON,1984,8,0.3432,-0.1978,administrative_state,Supreme Court
10000,1992,US-1984-SENTENCING,1984,8,0.3267,-0.2255,criminal_justice,Congress
10000,1992,US-1986-BOWERS,1986,6,0.3658,-0.2478,privacy_lgbtq,Supreme Court
10000,1992,US-1986-IRCA,1986,6,0.372,-0.1942,immigration,Congress
10000,1992,US-1986-TAX-REFORM,1986,6,0.4796,-0.1967,tax,Congress
10000,1992,US-1988-CIVIL-LIBERTIES-ACT,1988,4,0.2387,-0.2563,civil_liberties_reparations,Congress
10000,1992,US-1990-ADA,1990,2,0.5589,-0.1307,disability_rights,Congress
10000,1992,US-1990-CLEAN-AIR-AMEND,1990,2,0.5693,-0.2848,environment,Congress
10000,1992,US-1991-CIVIL-RIGHTS-ACT,1991,1,0.344,-0.2137,civil_rights_labor,Congress
10000,1992,US-1992-CASEY,1992,0,0.3672,-0.2564,privacy_family,Supreme Court
10000,1992,US-1993-BRADY,1993,-1,0.3514,-0.2282,guns_crime,Congress
10000,1992,US-1993-FMLA,1993,-1,0.5727,-0.2222,labor_family,Congress
10000,1992,US-1993-NVRA,1993,-1,0.4325,-0.2649,democracy,Congress
10000,1992,US-1994-CRIME-BILL,1994,-2,0.4895,-0.2665,criminal_justice,Congress
10000,1992,US-1994-NAFTA,1994,-2,0.3592,-0.216,trade,Congress/President
10000,1992,US-1994-VAWA,1994,-2,0.4542,-0.2651,gender_crime,Congress
10000,1992,US-1995-LOPEZ,1995,-3,0.2645,-0.2646,federalism_state_capacity,Supreme Court
10000,1992,US-1996-DOMA,1996,-4,0.453,-0.2213,lgbtq_family,Congress
10000,1992,US-1996-PRWORA,1996,-4,0.5817,-0.2277,welfare,Congress
10000,1992,US-1996-TELECOM,1996,-4,0.5096,-0.2999,communications,Congress
10000,1992,US-1997-PRINTZ,1997,-5,0.2884,-0.2445,federalism_guns,Supreme Court
10000,1992,US-1999-GLBA,1999,-7,0.409,-0.265,finance_deregulation,Congress
10000,1992,US-2000-BUSH-GORE,2000,-8,0.297,-0.2928,democracy_elections,Supreme Court
10000,1992,US-2001-NCLB,2001,-9,0.5748,-0.2203,education_accountability,Congress
10000,1992,US-2001-PATRIOT,2001,-9,0.3935,-0.254,security_surveillance,Congress
10000,1992,US-2002-HAVA,2002,-10,0.5094,-0.2585,democracy,Congress
10000,1992,US-2002-HOMELAND-SECURITY,2002,-10,0.3671,-0.2231,security_state,Congress
10000,1992,US-2002-SOX,2002,-10,0.2065,-0.2096,finance_corporate_governance,Congress
10000,1992,US-1987-DOLE,1987,5,0.2864,-0.2569,spending_power_federalism,Supreme Court
10000,1992,US-1997-RENO-ACLU,1997,-5,0.4226,-0.2801,speech_internet,Supreme Court
10000,1992,US-1982-VRA-AMENDMENTS,1982,10,0.4104,-0.2045,democracy_civil_rights,Congress
